kabupaten_kota,kecamatan,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,map_image,kecamatan_clean,kecamatan_key_banjir,kode_kec_spatial,nama_prop,nama_kab,nama_kec,jumlah_penduduk,kepadatan_penduduk,jumlah_kk,luas_wilayah,pertumbuhan_2022,pertumbuhan_2021,pertumbuhan_2020,perpindahan_pddk,jumlah_desa,jumlah_kelurahan,perdagangan,nelayan,wiraswasta,tidak_blm_sekolah,slta,s1,kecamatan_key_kecamatan
jakarta pusat,gambir,34.078,43.638,37.3,7.605,Built-up,0.229,0.061,38.655,2024,4,0,-6.1715,106.8181,RGB_Gambir2024.tif,gambir,gambir,317101.0,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,95807.0,2034.33196678,33502.0,7.6,1.0,1.0,1.0,484.0,,6.0,13.0,1.0,5244.0,13730.0,40992.0,11101.0,gambir
jakarta pusat,joharbaru,33.448,40.886,38.71,8.969,Built-up,0.173,0.076,38.655,2024,4,0,-6.1821,106.8546,RGB_JoharBaru2024.tif,joharbaru,joharbaru,317108.0,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,140469.0,2973.13150426,46027.0,2.39,1.0,1.0,2.0,591.0,,4.0,39.0,4.0,10981.0,23481.0,52795.0,10708.0,joharbaru
jakarta pusat,kemayoran,33.645,41.624,37.79,6.168,Built-up,0.223,0.103,38.655,2024,4,0,-6.1627,106.8558,RGB_Kemayoran2024.tif,kemayoran,kemayoran,317103.0,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,255632.0,5407.63166194,86106.0,7.21,1.0,1.0,2.0,998.0,,8.0,81.0,6.0,15847.0,38215.0,108185.0,25397.0,kemayoran
jakarta pusat,menteng,36.081,46.525,36.43,10.741,Built-up,0.28,0.099,38.655,2024,4,0,-6.1958,106.8353,RGB_Menteng2024.tif,menteng,menteng,317106.0,DKI JAKARTA,JAKARTA PUSAT,MENTENG,87964.0,1866.60359508,30030.0,6.58,1.0,1.0,2.0,354.0,,5.0,18.0,1.0,6363.0,12769.0,35817.0,10575.0,menteng
jakarta pusat,sawahbesar,37.197,49.709,36.81,7.059,Built-up,0.214,0.09,38.655,2024,4,0,-6.1539,106.8332,RGB_SawahBesar2024.tif,sawahbesar,sawahbesar,317102.0,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,126019.0,2665.5944497,44972.0,5.42,1.0,1.0,1.0,474.0,,5.0,18.0,1.0,8199.0,17862.0,50953.0,10947.0,sawahbesar
jakarta pusat,senen,33.85,42.452,37.33,10.007,Built-up,0.21,0.092,38.655,2024,4,0,-6.1842,106.8459,RGB_Senen2024.tif,senen,senen,317104.0,DKI JAKARTA,JAKARTA PUSAT,SENEN,124341.0,2630.06412278,43605.0,4.41,1.0,1.0,2.0,452.0,,6.0,21.0,2.0,9009.0,19028.0,50039.0,12086.0,senen
jakarta pusat,tanahabang,38.817,50.688,36.53,12.45,Built-up,0.302,0.13,38.655,2024,4,0,-6.2054,106.8094,RGB_TanahAbang2024.tif,tanahabang,tanahabang,317107.0,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,173198.0,3667.57069274,59912.0,10.13,1.0,1.0,2.0,798.0,,7.0,51.0,5.0,16500.0,28355.0,67733.0,16747.0,tanahabang
bogor,babakanmadang,18.788,33.547,28.45,501.913,Tree cover,0.754,5.001,37.127,2024,5,0,-6.5917,106.902,RGB_BabakanMadang2024.tif,babakanmadang,babakanmadang,320105.0,JAWA BARAT,BOGOR,BABAKAN MADANG,121972.0,40.1333254,38195.0,93.38,2.0,2.0,2.0,210.0,9.0,,22.0,,11748.0,32524.0,16867.0,3438.0,babakanmadang
bogor,bojonggede,21.367,36.442,32.96,133.589,Built-up,0.525,0.293,39.608,2024,5,0,-6.4774,106.7927,RGB_BabakanMadang2024.tif,bojonggede,bojonggede,320113.0,JAWA BARAT,BOGOR,BOJONG GEDE,266481.0,87.92965253,83319.0,29.67,1.0,1.0,2.0,722.0,8.0,1.0,108.0,4.0,21590.0,54965.0,88716.0,15481.0,bojonggede
bogor,caringin,20.999,34.312,26.56,765.651,Tree cover,0.745,4.954,37.072,2024,5,0,-6.7366,106.866,RGB_Caringin2024(2).tif,caringin,caringin,320127.0,JAWA BARAT,BOGOR,CARINGIN,138901.0,45.82458993,42356.0,79.21,2.0,2.0,2.0,256.0,12.0,,311.0,1.0,10623.0,27834.0,26898.0,2420.0,caringin
bogor,cariu,11.442,39.373,30.33,143.845,Tree cover,0.731,2.107,34.852,2024,5,0,-6.5273,107.1371,RGB_BabakanMadang2024.tif,cariu,cariu,320108.0,JAWA BARAT,BOGOR,CARIU,54478.0,18.09693099,19926.0,86.31,1.0,2.0,2.0,129.0,10.0,,47.0,,7789.0,9853.0,6110.0,839.0,cariu
bogor,ciampea,30.238,54.449,30.69,212.619,Tree cover,0.661,1.34,37.361,2024,5,0,-6.5742,106.698,RGB_Ciampea2024.tif,ciampea,ciampea,320115.0,JAWA BARAT,BOGOR,CIAMPEA,175400.0,58.08151541,55826.0,33.96,1.0,2.0,2.0,414.0,13.0,,124.0,3.0,13913.0,31738.0,35251.0,4126.0,ciampea
bogor,ciawi,19.292,31.036,26.39,925.94,Tree cover,0.675,6.501,37.112,2024,5,0,-6.7091,106.8937,RGB_Ciawi2024(1).tif,ciawi,ciawi,320124.0,JAWA BARAT,BOGOR,CIAWI,117903.0,39.14996367,36317.0,47.7,2.0,2.0,2.0,273.0,13.0,,350.0,2.0,7954.0,27523.0,23266.0,3197.0,ciawi
bogor,cibinong,19.512,33.671,33.58,134.037,Built-up,0.511,0.322,39.396,2024,5,0,-6.4839,106.8354,RGB_Cibinong2024(1).tif,cibinong,cibinong,320101.0,JAWA BARAT,BOGOR,CIBINONG,365387.0,121.24662993,115678.0,47.51,1.0,2.0,2.0,831.0,,13.0,183.0,1.0,26299.0,75399.0,114789.0,26033.0,cibinong
bogor,cibungbulang,30.771,53.78,30.25,236.566,Tree cover,0.671,1.249,37.361,2024,5,0,-6.5761,106.661,RGB_Cibungbulang2024.tif,cibungbulang,cibungbulang,320116.0,JAWA BARAT,BOGOR,CIBUNGBULANG,152898.0,50.50040478,47968.0,38.73,2.0,2.0,2.0,280.0,15.0,,97.0,,13762.0,42705.0,21847.0,2347.0,cibungbulang
bogor,cigombong,24.182,40.02,26.95,688.475,Tree cover,0.725,4.624,37.065,2024,5,0,-6.7461,106.8128,RGB_BabakanMadang2024.tif,cigombong,cigombong,320138.0,JAWA BARAT,BOGOR,CIGOMBONG,101474.0,33.64621305,31295.0,46.58,2.0,2.0,2.0,236.0,9.0,,58.0,1.0,5488.0,20501.0,18056.0,2223.0,cigombong
bogor,cigudeg,31.376,52.131,27.77,309.2,Tree cover,0.809,3.666,38.902,2024,5,0,-6.4937,106.5461,RGB_Cigudeg2024.tif,cigudeg,cigudeg,320122.0,JAWA BARAT,BOGOR,CIGUDEG,142405.0,47.02822201,44513.0,179.88,2.0,2.0,2.0,431.0,15.0,,116.0,2.0,9339.0,36590.0,12028.0,1026.0,cigudeg
bogor,cijeruk,30.76,52.313,26.63,717.352,Tree cover,0.738,7.732,37.128,2024,5,0,-6.686,106.7843,RGB_Cijeruk2024.tif,cijeruk,cijeruk,320128.0,JAWA BARAT,BOGOR,CIJERUK,96355.0,31.83692105,29161.0,47.46,2.0,2.0,2.0,188.0,9.0,,261.0,1.0,8415.0,26345.0,9509.0,1148.0,cijeruk
bogor,cileungsi,11.644,31.626,33.7,69.866,Tree cover,0.575,0.251,37.62,2024,5,0,-6.4094,106.9962,RGB_BabakanMadang2024.tif,cileungsi,cileungsi,320107.0,JAWA BARAT,BOGOR,CILEUNGSI,273150.0,90.42950379,88395.0,71.2,1.0,2.0,2.0,663.0,12.0,,76.0,4.0,23867.0,70049.0,75529.0,12311.0,cileungsi
bogor,ciomas,31.941,56.528,31.92,268.719,Built-up,0.519,1.946,37.152,2024,5,0,-6.6095,106.762,RGB_Ciomas2024.tif,ciomas,ciomas,320129.0,JAWA BARAT,BOGOR,CIOMAS,161632.0,53.66975758,51466.0,17.4,1.0,2.0,2.0,419.0,10.0,1.0,121.0,3.0,8404.0,28379.0,42123.0,11136.0,ciomas
bogor,cisarua,17.134,30.929,24.77,1216.752,Tree cover,0.659,7.714,37.085,2024,5,0,-6.6985,106.9552,RGB_Cisarua2024(1).tif,cisarua,cisarua,320125.0,JAWA BARAT,BOGOR,CISARUA,132320.0,43.70043499,41018.0,79.5,1.0,2.0,2.0,246.0,9.0,1.0,54.0,,20620.0,26951.0,28712.0,1954.0,cisarua
bogor,ciseeng,23.864,39.762,29.99,99.044,Tree cover,0.663,0.396,40.205,2024,5,0,-6.4556,106.6785,RGB_Ciseeng2024.tif,ciseeng,ciseeng,320133.0,JAWA BARAT,BOGOR,CISEENG,121142.0,39.96653495,38070.0,40.56,2.0,2.0,2.0,228.0,10.0,,599.0,7.0,12534.0,33636.0,13124.0,1448.0,ciseeng
bogor,citeureup,17.565,32.994,31.02,229.087,Tree cover,0.66,2.772,37.863,2024,5,0,-6.525,106.8924,RGB_Citeureup2024.tif,citeureup,citeureup,320103.0,JAWA BARAT,BOGOR,CITEUREUP,221710.0,73.62143849,69915.0,69.87,2.0,2.0,2.0,553.0,12.0,2.0,62.0,2.0,16131.0,46804.0,61843.0,5951.0,citeureup
bogor,dramaga,30.68,57.273,30.66,248.285,Tree cover,0.651,1.71,37.351,2024,5,0,-6.5888,106.7298,RGB_BabakanMadang2024.tif,dramaga,dramaga,320130.0,JAWA BARAT,BOGOR,DRAMAGA,113555.0,37.63547964,36406.0,25.94,2.0,2.0,2.0,225.0,10.0,,182.0,2.0,5537.0,29064.0,18159.0,2834.0,dramaga
bogor,gunungputri,12.42,29.945,34.06,81.462,Built-up,0.524,0.389,40.046,2024,5,0,-6.4052,106.9313,RGB_BabakanMadang2024.tif,gunungputri,gunungputri,320102.0,JAWA BARAT,BOGOR,GUNUNG PUTRI,294195.0,97.6877295,95563.0,62.31,1.0,1.0,2.0,871.0,10.0,,104.0,3.0,17740.0,67433.0,81244.0,20644.0,gunungputri
bogor,gunungsindur,18.065,30.425,31.18,72.997,Tree cover,0.649,0.372,40.246,2024,5,0,-6.3871,106.6872,RGB_BabakanMadang2024.tif,gunungsindur,gunungsindur,320111.0,JAWA BARAT,BOGOR,GUNUNG SINDUR,121333.0,39.97321994,38729.0,49.56,1.0,2.0,2.0,196.0,10.0,,51.0,,12521.0,25071.0,27877.0,4725.0,gunungsindur
bogor,jasinga,33.434,59.449,28.29,163.412,Tree cover,0.804,1.993,37.259,2024,5,0,-6.4806,106.4559,RGB_BabakanMadang2024.tif,jasinga,jasinga,320119.0,JAWA BARAT,BOGOR,JASINGA,112356.0,37.22635837,34869.0,139.8,2.0,2.0,2.0,206.0,16.0,,286.0,4.0,4691.0,26099.0,17215.0,1227.0,jasinga
bogor,jonggol,12.955,38.56,30.71,186.743,Tree cover,0.698,2.153,34.606,2024,5,0,-6.4961,107.0456,RGB_BabakanMadang2024.tif,jonggol,jonggol,320106.0,JAWA BARAT,BOGOR,JONGGOL,147880.0,48.70715675,50817.0,136.25,1.0,2.0,2.0,327.0,14.0,,59.0,2.0,16924.0,34418.0,28753.0,4841.0,jonggol
bogor,klapanunggal,14.354,34.762,30.9,203.856,Tree cover,0.681,3.061,39.054,2024,5,0,-6.483,106.9553,RGB_BabakanMadang2024.tif,klapanunggal,klapanunggal,320132.0,JAWA BARAT,BOGOR,KLAPANUNGGAL,129835.0,42.59306673,41215.0,96.49,2.0,2.0,2.0,212.0,9.0,,184.0,2.0,5849.0,33422.0,24636.0,2415.0,klapanunggal
bogor,kemang,26.447,47.497,30.58,143.048,Tree cover,0.643,0.625,38.867,2024,5,0,-6.5025,106.7345,RGB_BabakanMadang2024.tif,kemang,kemang,320112.0,JAWA BARAT,BOGOR,KEMANG,110256.0,36.35797843,35580.0,34.11,2.0,2.0,2.0,243.0,8.0,1.0,27.0,2.0,6812.0,23670.0,28280.0,3849.0,kemang
bogor,leuwiliang,33.076,55.756,26.94,556.464,Tree cover,0.77,3.837,37.361,2024,5,0,-6.6402,106.6099,RGB_BabakanMadang2024.tif,leuwiliang,leuwiliang,320114.0,JAWA BARAT,BOGOR,LEUWILIANG,133441.0,43.97151126,41195.0,95.14,1.0,2.0,2.0,288.0,11.0,,112.0,,15508.0,22995.0,20896.0,2500.0,leuwiliang
bogor,leuwisadeng,34.5,59.71,28.71,306.672,Tree cover,0.73,4.096,37.361,2024,5,0,-6.5736,106.5877,RGB_BabakanMadang2024.tif,leuwisadeng,leuwisadeng,320139.0,JAWA BARAT,BOGOR,LEUWISADENG,82804.0,27.32455416,25864.0,34.6,1.0,2.0,2.0,219.0,8.0,,292.0,,6975.0,24649.0,8285.0,792.0,leuwisadeng
bogor,megamendung,17.54,31.186,26.43,877.32,Tree cover,0.741,5.463,37.126,2024,5,0,-6.6635,106.9177,RGB_Megamendung2024.tif,megamendung,megamendung,320126.0,JAWA BARAT,BOGOR,MEGAMENDUNG,113756.0,37.69096504,35610.0,61.54,2.0,2.0,2.0,281.0,12.0,,149.0,1.0,10259.0,21600.0,19601.0,1576.0,megamendung
bogor,nanggung,35.33,57.184,25.03,848.241,Tree cover,0.798,5.957,37.347,2024,5,0,-6.6725,106.5377,RGB_BabakanMadang2024.tif,nanggung,nanggung,320121.0,JAWA BARAT,BOGOR,NANGGUNG,100914.0,33.35407908,32508.0,159.1,2.0,2.0,2.0,243.0,11.0,,119.0,,14271.0,24092.0,7564.0,804.0,nanggung
bogor,pamijahan,31.719,54.721,25.92,827.34,Tree cover,0.724,5.169,37.355,2024,5,0,-6.6933,106.6596,RGB_BabakanMadang2024.tif,pamijahan,pamijahan,320117.0,JAWA BARAT,BOGOR,PAMIJAHAN,166309.0,54.70158548,51493.0,126.41,2.0,2.0,2.0,258.0,15.0,,450.0,3.0,15077.0,38045.0,23197.0,1911.0,pamijahan
bogor,parung,21.696,36.059,31.41,104.116,Tree cover,0.617,0.338,40.246,2024,5,0,-6.4349,106.7128,RGB_Parung2024.tif,parung,parung,320110.0,JAWA BARAT,BOGOR,PARUNG,128905.0,42.57067202,41953.0,27.7,1.0,2.0,2.0,357.0,9.0,,1799.0,2.0,14800.0,23594.0,41070.0,3836.0,parung
bogor,parungpanjang,23.804,43.14,30.17,65.388,Tree cover,0.685,0.569,40.246,2024,5,0,-6.3768,106.5551,RGB_BabakanMadang2024.tif,parungpanjang,parungpanjang,320120.0,JAWA BARAT,BOGOR,PARUNG PANJANG,125437.0,41.42687058,38729.0,71.78,1.0,2.0,2.0,274.0,11.0,,144.0,4.0,6800.0,44366.0,16869.0,2851.0,parungpanjang
bogor,rancabungur,29.245,53.707,29.82,144.929,Tree cover,0.702,0.575,37.642,2024,5,0,-6.5217,106.7137,RGB_RancaBungur2024.tif,rancabungur,rancabungur,320134.0,JAWA BARAT,BOGOR,RANCA BUNGUR,63856.0,21.05838067,20446.0,23.09,2.0,2.0,2.0,131.0,7.0,,80.0,,2911.0,11963.0,12478.0,1172.0,rancabungur
bogor,rumpin,25.199,43.254,29.12,152.23,Tree cover,0.759,1.981,39.422,2024,5,0,-6.4596,106.6311,RGB_BabakanMadang2024.tif,rumpin,rumpin,320118.0,JAWA BARAT,BOGOR,RUMPIN,156896.0,51.51451745,48162.0,140.91,2.0,2.0,2.0,428.0,14.0,,148.0,1.0,14932.0,67813.0,12589.0,1361.0,rumpin
bogor,sukajaya,38.6,63.824,25.0,847.126,Tree cover,0.795,5.604,37.366,2024,5,0,-6.6313,106.4705,RGB_BabakanMadang2024.tif,sukajaya,sukajaya,320135.0,JAWA BARAT,BOGOR,SUKAJAYA,71814.0,23.57126765,22637.0,168.23,2.0,2.0,2.0,107.0,11.0,,117.0,1.0,8308.0,19403.0,2235.0,325.0,sukajaya
bogor,sukamakmur,14.808,37.319,26.97,641.209,Tree cover,0.78,5.807,35.814,2024,5,0,-6.5936,107.0201,RGB_BabakanMadang2024.tif,sukamakmur,sukamakmur,320109.0,JAWA BARAT,BOGOR,SUKAMAKMUR,92167.0,30.12021614,29171.0,181.63,2.0,2.0,2.0,329.0,10.0,,103.0,1.0,10397.0,24017.0,3666.0,454.0,sukamakmur
bogor,sukaraja,23.293,37.738,31.17,276.337,Tree cover,0.654,1.706,37.126,2024,5,0,-6.5792,106.8408,RGB_Sukaraja2024(2).tif,sukaraja,sukaraja,320104.0,JAWA BARAT,BOGOR,SUKARAJA,202415.0,66.95784246,64648.0,43.41,1.0,2.0,2.0,541.0,13.0,,137.0,7.0,13711.0,47277.0,50423.0,9170.0,sukaraja
bogor,tajurhalang,22.149,37.176,31.77,128.261,Tree cover,0.623,0.34,40.092,2024,5,0,-6.469,106.7596,RGB_BabakanMadang2024.tif,tajurhalang,tajurhalang,320137.0,JAWA BARAT,BOGOR,TAJURHALANG,126087.0,41.4683175,40336.0,30.98,1.0,2.0,2.0,287.0,7.0,,8.0,,14048.0,22133.0,40319.0,6404.0,tajurhalang
bogor,tamansari,34.044,58.696,27.64,715.585,Tree cover,0.674,6.987,37.26,2024,5,0,-6.6564,106.7458,RGB_Tamansari2024(1).tif,tamansari,tamansari,317303.0,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,126736.0,1022.464,44377.0,4.61,1.0,1.0,1.0,456.0,,8.0,46.0,4.0,8160.0,17568.0,50764.0,11271.0,tamansari
bogor,tanjungsari,13.263,40.005,28.52,362.528,Tree cover,0.778,5.549,35.095,2024,5,0,-6.6115,107.1406,RGB_BabakanMadang2024.tif,tanjungsari,tanjungsari,321111.0,JAWA BARAT,SUMEDANG,TANJUNGSARI,88521.0,56.08400949,30682.0,44.12,1.0,2.0,2.0,308.0,12.0,,336.0,,12378.0,15643.0,21484.0,4184.0,tanjungsari
bogor,tenjo,26.279,49.821,29.61,60.385,Tree cover,0.736,0.368,37.83,2024,5,0,-6.3723,106.4794,RGB_BabakanMadang2024.tif,tenjo,tenjo,320123.0,JAWA BARAT,BOGOR,TENJO,78576.0,25.93608216,23887.0,83.03,1.0,2.0,2.0,134.0,9.0,,221.0,,6444.0,24872.0,7258.0,438.0,tenjo
bogor,tenjolaya,33.617,58.754,27.14,736.012,Tree cover,0.681,6.928,37.361,2024,5,0,-6.6537,106.708,RGB_BabakanMadang2024.tif,tenjolaya,tenjolaya,320140.0,JAWA BARAT,BOGOR,TENJOLAYA,68536.0,22.65141331,22089.0,37.25,2.0,2.0,2.0,140.0,7.0,,116.0,,5585.0,15944.0,9025.0,770.0,tenjolaya
kota bogor,bogorbarat,28.04,51.502,32.79,207.937,Built-up,0.484,0.658,37.161,2024,5,0,-6.5732,106.7655,RGB_BogorBarat2024.tif,bogorbarat,bogorbarat,327104.0,JAWA BARAT,KOTA BOGOR,BOGOR BARAT,254629.0,2280.49853636,81612.0,23.08,1.0,2.0,2.0,950.0,,16.0,145.0,1.0,9040.0,40939.0,87819.0,24518.0,bogorbarat
kota bogor,bogorselatan,30.939,50.909,30.44,368.391,Tree cover,0.619,1.807,37.126,2024,5,0,-6.6447,106.8135,RGB_BogorSelatan2024.tif,bogorselatan,bogorselatan,327101.0,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,219309.0,1961.22694539,68104.0,31.16,2.0,2.0,2.0,724.0,,16.0,367.0,1.0,9593.0,37162.0,67439.0,12102.0,bogorselatan
kota bogor,bogortengah,26.954,46.776,33.5,250.378,Built-up,0.448,0.88,37.126,2024,5,0,-6.5932,106.7986,RGB_BogorTengah2024.tif,bogortengah,bogortengah,327103.0,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,109057.0,987.37496184,36412.0,8.11,1.0,2.0,2.0,482.0,,11.0,167.0,1.0,5124.0,15907.0,41553.0,9284.0,bogortengah
kota bogor,bogortimur,31.016,48.357,32.34,322.856,Built-up,0.528,1.429,37.126,2024,5,0,-6.6207,106.8264,RGB_BogorTimur2024.tif,bogortimur,bogortimur,327102.0,JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,108919.0,975.45929637,34742.0,10.75,1.0,2.0,2.0,482.0,,6.0,119.0,1.0,4731.0,18198.0,34335.0,10206.0,bogortimur
kota bogor,bogorutara,24.445,38.914,33.29,209.387,Built-up,0.521,0.831,37.126,2024,5,0,-6.5708,106.8196,RGB_BogorUtara2024.tif,bogorutara,bogorutara,327105.0,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,204454.0,1815.1590252,65584.0,18.88,2.0,2.0,2.0,899.0,,8.0,211.0,,8644.0,34479.0,68981.0,20346.0,bogorutara
kota bogor,tanahsareal,26.114,47.34,33.12,184.459,Built-up,0.464,0.639,37.126,2024,5,0,-6.5468,106.7855,RGB_BogorBarat2024.tif,tanahsareal,tanahsareal,327106.0,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,231040.0,2062.10153907,72325.0,21.25,1.0,2.0,2.0,725.0,,11.0,403.0,1.0,11406.0,39918.0,71378.0,21778.0,tanahsareal
kota tangerang,batuceper,12.69,27.435,34.62,10.341,Built-up,0.263,0.068,36.845,2024,5,0,-6.1618,106.6703,RGB_Batuceper2024.tif,batuceper,batuceper,367103.0,BANTEN,KOTA TANGERANG,BATUCEPER,95474.0,533.35912575,30806.0,8.63,1.0,2.0,2.0,293.0,,7.0,41.0,1.0,5284.0,17212.0,33763.0,5950.0,batuceper
kota tangerang,benda,13.011,29.767,34.47,8.372,Built-up,0.292,0.098,36.845,2024,5,0,-6.13,106.6657,RGB_Benda2024.tif,benda,benda,367104.0,BANTEN,KOTA TANGERANG,BENDA,85769.0,477.37276209,27043.0,28.61,2.0,2.0,2.0,241.0,,5.0,39.0,,3879.0,16476.0,26734.0,3837.0,benda
kota tangerang,cibodas,15.818,36.03,35.8,19.751,Built-up,0.324,0.128,36.845,2024,5,0,-6.2058,106.608,RGB_Cibodas2024.tif,cibodas,cibodas,367109.0,BANTEN,KOTA TANGERANG,CIBODAS,158036.0,883.8724509,51829.0,9.08,1.0,2.0,2.0,569.0,,6.0,110.0,,11397.0,28889.0,61087.0,15002.0,cibodas
kota tangerang,ciledug,10.568,24.368,35.62,21.279,Built-up,0.335,0.132,36.903,2024,5,0,-6.2386,106.7059,RGB_Ciledug2024(1).tif,ciledug,ciledug,367106.0,BANTEN,KOTA TANGERANG,CILEDUG,150190.0,833.61088216,48009.0,9.05,1.0,1.0,2.0,457.0,,8.0,66.0,,11629.0,25792.0,62997.0,15670.0,ciledug
kota tangerang,cipondoh,12.201,26.425,34.97,11.897,Built-up,0.282,0.115,36.845,2024,5,0,-6.1862,106.683,RGB_Cipondoh2024.tif,cipondoh,cipondoh,367105.0,BANTEN,KOTA TANGERANG,CIPONDOH,231127.0,1278.84965825,72973.0,17.72,1.0,2.0,2.0,599.0,,10.0,162.0,4.0,20734.0,43560.0,83058.0,21645.0,cipondoh
kota tangerang,jatiuwung,16.022,36.34,35.06,20.101,Built-up,0.307,0.172,36.845,2024,5,0,-6.198,106.5753,RGB_Jatiuwung2024.tif,jatiuwung,jatiuwung,367102.0,BANTEN,KOTA TANGERANG,JATIUWUNG,107510.0,603.40235608,35525.0,14.55,2.0,2.0,2.0,543.0,,6.0,56.0,3.0,4847.0,22846.0,40789.0,3200.0,jatiuwung
kota tangerang,karangtengah,10.073,23.32,34.94,13.076,Built-up,0.344,0.156,36.845,2024,5,0,-6.2101,106.7097,RGB_KarangTengah2024(1).tif,karangtengah,karangtengah,320307.0,JAWA BARAT,CIANJUR,KARANGTENGAH,167556.0,45.97271687,55148.0,48.68,2.0,2.0,2.0,437.0,16.0,,496.0,6.0,22435.0,39589.0,33439.0,7101.0,karangtengah
kota tangerang,karawaci,14.653,35.002,35.58,16.788,Built-up,0.33,0.102,36.845,2024,5,0,-6.1812,106.618,RGB_Karawaci2024.tif,karawaci,karawaci,367107.0,BANTEN,KOTA TANGERANG,KARAWACI,193480.0,1081.92456279,63883.0,13.32,1.0,2.0,2.0,713.0,,16.0,159.0,6.0,13448.0,38944.0,71481.0,14568.0,karawaci
kota tangerang,larangan,9.191,21.602,35.7,21.351,Built-up,0.257,0.155,36.846,2024,5,0,-6.2392,106.733,RGB_Larangan2024(2).tif,larangan,larangan,332915.0,JAWA TENGAH,BREBES,LARANGAN,163375.0,93.64130341,57142.0,161.88,1.0,2.0,2.0,271.0,11.0,,564.0,45.0,46205.0,39312.0,17155.0,2347.0,larangan
kota tangerang,neglasari,13.815,32.862,33.52,11.542,Built-up,0.339,0.072,36.845,2024,5,0,-6.1429,106.6302,RGB_Neglasari2024.tif,neglasari,neglasari,367110.0,BANTEN,KOTA TANGERANG,NEGLASARI,124907.0,694.66265202,40008.0,14.98,2.0,2.0,2.0,401.0,,7.0,80.0,4.0,5313.0,27681.0,34346.0,4535.0,neglasari
kota tangerang,periuk,15.312,35.934,35.16,12.531,Built-up,0.311,0.129,36.845,2024,5,0,-6.1675,106.5943,RGB_Periuk2024.tif,periuk,periuk,367108.0,BANTEN,KOTA TANGERANG,PERIUK,144640.0,807.30822498,46407.0,11.61,2.0,2.0,2.0,485.0,,5.0,37.0,4.0,9471.0,26336.0,61762.0,9483.0,periuk
kota tangerang,pinang,13.528,30.566,34.0,19.041,Built-up,0.445,0.132,36.845,2024,5,0,-6.2153,106.6662,RGB_Pinang2024.tif,pinang,pinang,367111.0,BANTEN,KOTA TANGERANG,PINANG,186671.0,1036.10938227,59610.0,21.89,1.0,2.0,2.0,612.0,,11.0,95.0,,15452.0,36808.0,68119.0,17226.0,pinang
kota tangerang,tangerang,14.524,33.526,35.04,17.193,Built-up,0.337,0.112,36.845,2024,5,0,-6.1888,106.6406,RGB_Tangerang2024.tif,tangerang,tangerang,367101.0,BANTEN,KOTA TANGERANG,TANGERANG,165575.0,922.17418852,53755.0,15.65,1.0,2.0,2.0,476.0,,8.0,70.0,3.0,13766.0,30761.0,58997.0,15687.0,tangerang
tangerang selatan,ciputat,12.903,26.217,35.11,44.431,Built-up,0.437,0.212,40.216,2024,5,0,-6.3082,106.7277,RGB_Ciputat2024.tif,ciputat,ciputat,367404.0,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,224048.0,1347.72534272,70464.0,21.35,1.0,2.0,2.0,534.0,,7.0,129.0,13.0,20886.0,47739.0,72210.0,25198.0,ciputat
tangerang selatan,ciputattimur,11.921,27.999,34.72,41.355,Built-up,0.429,0.245,40.094,2024,5,0,-6.2988,106.7556,RGB_CiputatTimur2024.tif,ciputattimur,ciputattimur,367405.0,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,170001.0,1028.47870921,55434.0,18.17,1.0,1.0,2.0,626.0,,6.0,87.0,11.0,14192.0,32966.0,56193.0,23775.0,ciputattimur
tangerang selatan,pamulang,13.502,27.184,34.81,59.039,Built-up,0.454,0.233,40.182,2024,5,0,-6.3395,106.7391,RGB_Pamulang2024.tif,pamulang,pamulang,367406.0,BANTEN,KOTA TANGERANG SELATAN,PAMULANG,326296.0,1965.66177363,102924.0,29.02,1.0,1.0,2.0,675.0,,8.0,498.0,3.0,27506.0,65046.0,105909.0,42594.0,pamulang
tangerang selatan,pondokaren,12.139,25.31,34.87,28.61,Built-up,0.423,0.18,39.91,2024,5,0,-6.2664,106.7114,RGB_PondokAren2024.tif,pondokaren,pondokaren,367403.0,BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,297400.0,1794.32245542,94724.0,30.34,1.0,1.0,2.0,719.0,,11.0,426.0,3.0,23759.0,59954.0,97484.0,36700.0,pondokaren
